imie,nazwisko,miasto,ulica,nr_domu,nr_mieszkania
Kamil,Jakios,Chelmno,Nowsza,85,38
Amelia,Nijak,Plonsk,Starsza,32,127
Jan,Nowak,Plonsk,Nowsza,73,76
Bartek,Nowak,Bydgoszcz,Stara,76,11
Kamil,Jakios,Chelmno,Nowsza,52,134
Amelia,Nijak,Plonsk,Starsza,47,128
Amelia,Nijak,Warszawa,Stara,100,38
Amelia,Nowak,Warszawa,Nowsza,100,148
Jan,Abac,Warszawa,Nowa,84,113
Bartek,Nowak,Bydgoszcz,Stara,62,50
Kamil,Jakios,Chelmno,Nowsza,35,41
Amelia,Nijak,Plonsk,Starsza,49,32
Jan,Nowak,Chelmno,Stara,6,147
Bartek,Nowak,Bydgoszcz,Stara,25,146
Kamil,Jakios,Chelmno,Nowsza,31,143
Amelia,Nijak,Plonsk,Starsza,93,55
Jan,Nowak,Chelmno,Starsza,98,53
Jan,Abac,Bydgoszcz,Stara,14,96
Jan,Abac,Warszawa,Nowa,21,114
Bartek,Nowak,Bydgoszcz,Stara,35,106
Kamil,Jakios,Chelmno,Nowsza,55,6
Amelia,Nijak,Plonsk,Starsza,98,57
Amelia,Abac,Bydgoszcz,Stara,68,34
Bartek,Nowak,Bydgoszcz,Stara,41,34
Kamil,Jakios,Chelmno,Nowsza,3,3
Amelia,Nijak,Plonsk,Starsza,44,138
Bartek,Nijak,Warszawa,Nowsza,89,86
Jan,Jakios,Chelmno,Stara,84,144
Jan,Abac,Warszawa,Nowa,37,49
Bartek,Nowak,Bydgoszcz,Stara,56,25
Kamil,Jakios,Chelmno,Nowsza,10,36
Amelia,Nijak,Plonsk,Starsza,90,38
Bartek,Nijak,Bydgoszcz,Nowa,98,42
Bartek,Nowak,Bydgoszcz,Stara,21,67
Kamil,Jakios,Chelmno,Nowsza,85,97
Amelia,Nijak,Plonsk,Starsza,76,119
Jan,Nowak,Warszawa,Nowa,8,28
Jan,Nowak,Bydgoszcz,Nowa,13,127
Jan,Abac,Warszawa,Nowa,21,116
Bartek,Nowak,Bydgoszcz,Stara,54,79
Kamil,Jakios,Chelmno,Nowsza,17,101
Amelia,Nijak,Plonsk,Starsza,5,12
Bartek,Abac,Warszawa,Starsza,66,51
Bartek,Nowak,Bydgoszcz,Stara,82,77
Kamil,Jakios,Chelmno,Nowsza,28,36
Amelia,Nijak,Plonsk,Starsza,45,135
Bartek,Jakios,Warszawa,Starsza,79,89
Amelia,Abac,Chelmno,Starsza,74,31
Jan,Abac,Warszawa,Nowa,81,46
Bartek,Nowak,Bydgoszcz,Stara,89,26
Kamil,Jakios,Chelmno,Nowsza,36,130
Amelia,Nijak,Plonsk,Starsza,78,117
Bartek,Nowak,Plonsk,Starsza,55,80
Bartek,Nowak,Bydgoszcz,Stara,74,116
Kamil,Jakios,Chelmno,Nowsza,96,71
Amelia,Nijak,Plonsk,Starsza,95,64
Jan,Nowak,Warszawa,Nowsza,5,93
Amelia,Nowak,Chelmno,Nowa,67,114
Jan,Abac,Warszawa,Nowa,20,91
Bartek,Nowak,Bydgoszcz,Stara,41,94
Kamil,Jakios,Chelmno,Nowsza,39,18
Amelia,Nijak,Plonsk,Starsza,60,129
Jan,Nowak,Chelmno,Stara,64,115
Bartek,Nowak,Bydgoszcz,Stara,23,139
Kamil,Jakios,Chelmno,Nowsza,98,76
Amelia,Nijak,Plonsk,Starsza,85,20
Jan,Jakios,Warszawa,Nowa,60,34
Jan,Jakios,Chelmno,Nowa,99,101
Jan,Abac,Warszawa,Nowa,20,34
Bartek,Nowak,Bydgoszcz,Stara,44,127
Kamil,Jakios,Chelmno,Nowsza,8,86
Amelia,Nijak,Plonsk,Starsza,35,95
Bartek,Nowak,Warszawa,Starsza,38,142
Bartek,Nowak,Bydgoszcz,Stara,77,102
Kamil,Jakios,Chelmno,Nowsza,92,142
Amelia,Nijak,Plonsk,Starsza,13,75
Jan,Nijak,Plonsk,Starsza,42,48
Amelia,Abac,Warszawa,Nowsza,39,51
Jan,Abac,Warszawa,Nowa,81,137
Bartek,Nowak,Bydgoszcz,Stara,74,68
Kamil,Jakios,Chelmno,Nowsza,68,114
Amelia,Nijak,Plonsk,Starsza,73,68
Jan,Abac,Bydgoszcz,Starsza,82,26
Bartek,Nowak,Bydgoszcz,Stara,37,47
Kamil,Jakios,Chelmno,Nowsza,95,79
Amelia,Nijak,Plonsk,Starsza,8,13
Amelia,Nijak,Bydgoszcz,Starsza,7,70
Jan,Jakios,Bydgoszcz,Starsza,76,115
Jan,Abac,Warszawa,Nowa,23,39
Bartek,Nowak,Bydgoszcz,Stara,66,28
Kamil,Jakios,Chelmno,Nowsza,22,47
Amelia,Nijak,Plonsk,Starsza,88,97
Jan,Nijak,Chelmno,Stara,51,21
Bartek,Nowak,Bydgoszcz,Stara,97,102
Kamil,Jakios,Chelmno,Nowsza,30,43
Amelia,Nijak,Plonsk,Starsza,78,97
Amelia,Jakios,Chelmno,Stara,32,11
Bartek,Abac,Chelmno,Starsza,100,111
Jan,Abac,Warszawa,Nowa,89,120
Bartek,Nowak,Bydgoszcz,Stara,88,66
Kamil,Jakios,Chelmno,Nowsza,46,144
Amelia,Nijak,Plonsk,Starsza,88,23
Jan,Nijak,Bydgoszcz,Nowsza,87,124
Bartek,Nowak,Bydgoszcz,Stara,3,149
Kamil,Jakios,Chelmno,Nowsza,77,76
Amelia,Nijak,Plonsk,Starsza,78,13
Kamil,Nowak,Bydgoszcz,Starsza,32,56
Amelia,Jakios,Warszawa,Nowsza,64,130
Jan,Abac,Warszawa,Nowa,5,131
Bartek,Nowak,Bydgoszcz,Stara,66,22
Kamil,Jakios,Chelmno,Nowsza,80,77
Amelia,Nijak,Plonsk,Starsza,29,95
Jan,Nowak,Plonsk,Stara,55,61
Bartek,Nowak,Bydgoszcz,Stara,25,41
Kamil,Jakios,Chelmno,Nowsza,99,71
Amelia,Nijak,Plonsk,Starsza,88,96
Bartek,Nowak,Warszawa,Starsza,71,48
Bartek,Nijak,Warszawa,Stara,55,45
Jan,Abac,Warszawa,Nowa,33,69
Bartek,Nowak,Bydgoszcz,Stara,93,96
Kamil,Jakios,Chelmno,Nowsza,16,131
Amelia,Nijak,Plonsk,Starsza,87,5
Jan,Jakios,Chelmno,Starsza,47,8
Bartek,Nowak,Bydgoszcz,Stara,98,92
Kamil,Jakios,Chelmno,Nowsza,43,55
Amelia,Nijak,Plonsk,Starsza,95,142
Amelia,Nijak,Plonsk,Stara,51,128
Bartek,Nijak,Warszawa,Nowa,90,35
Jan,Abac,Warszawa,Nowa,61,48
Bartek,Nowak,Bydgoszcz,Stara,23,126
Kamil,Jakios,Chelmno,Nowsza,35,55
Amelia,Nijak,Plonsk,Starsza,44,72
Kamil,Nijak,Chelmno,Nowa,86,66
Bartek,Nowak,Bydgoszcz,Stara,21,47
Kamil,Jakios,Chelmno,Nowsza,82,14
Amelia,Nijak,Plonsk,Starsza,91,138
Amelia,Abac,Warszawa,Nowa,71,114
Jan,Nowak,Plonsk,Starsza,62,124
Jan,Abac,Warszawa,Nowa,96,132
Bartek,Nowak,Bydgoszcz,Stara,27,33
Kamil,Jakios,Chelmno,Nowsza,16,146
Amelia,Nijak,Plonsk,Starsza,60,51
Amelia,Jakios,Chelmno,Starsza,24,42
Bartek,Nowak,Bydgoszcz,Stara,42,24
Kamil,Jakios,Chelmno,Nowsza,85,68
Amelia,Nijak,Plonsk,Starsza,42,109
Amelia,Nowak,Chelmno,Nowsza,29,64
Jan,Jakios,Plonsk,Nowa,40,105
Jan,Abac,Warszawa,Nowa,100,103
Bartek,Nowak,Bydgoszcz,Stara,29,92
Kamil,Jakios,Chelmno,Nowsza,64,45
Amelia,Nijak,Plonsk,Starsza,20,129
Amelia,Nijak,Bydgoszcz,Starsza,82,69
Bartek,Nowak,Bydgoszcz,Stara,61,138
Kamil,Jakios,Chelmno,Nowsza,100,20
Amelia,Nijak,Plonsk,Starsza,88,118
Jan,Abac,Bydgoszcz,Nowsza,10,122
Jan,Nijak,Plonsk,Nowsza,41,54
Jan,Abac,Warszawa,Nowa,9,94
Bartek,Nowak,Bydgoszcz,Stara,48,58
Kamil,Jakios,Chelmno,Nowsza,78,57
Amelia,Nijak,Plonsk,Starsza,88,75
Jan,Jakios,Warszawa,Nowsza,13,111
Bartek,Nowak,Bydgoszcz,Stara,86,113
Kamil,Jakios,Chelmno,Nowsza,75,13
Amelia,Nijak,Plonsk,Starsza,99,82
Amelia,Nowak,Warszawa,Nowsza,35,51
Amelia,Nowak,Plonsk,Starsza,38,145
Jan,Abac,Warszawa,Nowa,57,62
Bartek,Nowak,Bydgoszcz,Stara,53,37
Kamil,Jakios,Chelmno,Nowsza,62,138
Amelia,Nijak,Plonsk,Starsza,22,57
Kamil,Abac,Bydgoszcz,Starsza,74,142
Bartek,Nowak,Bydgoszcz,Stara,21,72
Kamil,Jakios,Chelmno,Nowsza,9,129
Amelia,Nijak,Plonsk,Starsza,49,81
Kamil,Nowak,Warszawa,Stara,10,111
Jan,Jakios,Bydgoszcz,Starsza,88,24
Jan,Abac,Warszawa,Nowa,9,79
Bartek,Nowak,Bydgoszcz,Stara,61,23
Kamil,Jakios,Chelmno,Nowsza,94,16
Amelia,Nijak,Plonsk,Starsza,64,46
Amelia,Abac,Warszawa,Stara,78,67
Bartek,Nowak,Bydgoszcz,Stara,28,72
Kamil,Jakios,Chelmno,Nowsza,49,1
Amelia,Nijak,Plonsk,Starsza,38,120
Amelia,Jakios,Bydgoszcz,Nowa,81,124
Amelia,Abac,Warszawa,Starsza,59,88
Jan,Abac,Warszawa,Nowa,74,88
Bartek,Nowak,Bydgoszcz,Stara,82,59
Kamil,Jakios,Chelmno,Nowsza,62,4
Amelia,Nijak,Plonsk,Starsza,66,60
Kamil,Nijak,Bydgoszcz,Nowa,60,28
Bartek,Nowak,Bydgoszcz,Stara,54,30
Kamil,Jakios,Chelmno,Nowsza,39,69
Amelia,Nijak,Plonsk,Starsza,30,60
Amelia,Nowak,Chelmno,Nowa,84,25
Kamil,Nowak,Plonsk,Starsza,15,51
Jan,Abac,Warszawa,Nowa,71,87
Bartek,Nowak,Bydgoszcz,Stara,11,94
Kamil,Jakios,Chelmno,Nowsza,80,51
Amelia,Nijak,Plonsk,Starsza,88,147
Bartek,Nijak,Bydgoszcz,Stara,48,83
Bartek,Nowak,Bydgoszcz,Stara,77,121
Kamil,Jakios,Chelmno,Nowsza,25,1
Amelia,Nijak,Plonsk,Starsza,91,128
Jan,Nowak,Bydgoszcz,Starsza,11,54
Jan,Nowak,Chelmno,Starsza,55,69
Jan,Abac,Warszawa,Nowa,17,62
Bartek,Nowak,Bydgoszcz,Stara,61,91
Kamil,Jakios,Chelmno,Nowsza,7,30
Amelia,Nijak,Plonsk,Starsza,1,49
Jan,Nowak,Warszawa,Nowsza,60,93
Bartek,Nowak,Bydgoszcz,Stara,51,63
Kamil,Jakios,Chelmno,Nowsza,68,36
Amelia,Nijak,Plonsk,Starsza,59,35
Amelia,Abac,Plonsk,Nowsza,38,31
Bartek,Nowak,Plonsk,Nowa,60,122
Jan,Abac,Warszawa,Nowa,83,140
Bartek,Nowak,Bydgoszcz,Stara,93,66
Kamil,Jakios,Chelmno,Nowsza,93,78
Amelia,Nijak,Plonsk,Starsza,45,137
Kamil,Nijak,Chelmno,Starsza,100,22
Bartek,Nowak,Bydgoszcz,Stara,74,104
Kamil,Jakios,Chelmno,Nowsza,37,39
Amelia,Nijak,Plonsk,Starsza,71,40
Jan,Jakios,Bydgoszcz,Stara,84,17
Amelia,Nowak,Chelmno,Nowa,38,10
Jan,Abac,Warszawa,Nowa,89,22
Bartek,Nowak,Bydgoszcz,Stara,34,27
Kamil,Jakios,Chelmno,Nowsza,93,116
Amelia,Nijak,Plonsk,Starsza,20,135
Bartek,Jakios,Chelmno,Stara,62,64
Bartek,Nowak,Bydgoszcz,Stara,56,27
Kamil,Jakios,Chelmno,Nowsza,37,39
Amelia,Nijak,Plonsk,Starsza,60,72
Jan,Abac,Chelmno,Nowsza,45,103
Jan,Abac,Chelmno,Stara,95,28
Jan,Abac,Warszawa,Nowa,61,46
Bartek,Nowak,Bydgoszcz,Stara,28,30
Kamil,Jakios,Chelmno,Nowsza,88,87
Amelia,Nijak,Plonsk,Starsza,42,10
Jan,Abac,Chelmno,Stara,41,77
Bartek,Nowak,Bydgoszcz,Stara,17,30
Kamil,Jakios,Chelmno,Nowsza,20,146
Amelia,Nijak,Plonsk,Starsza,82,106
Bartek,Nowak,Bydgoszcz,Nowa,9,35
Kamil,Nijak,Chelmno,Starsza,32,15
Jan,Abac,Warszawa,Nowa,36,77
Bartek,Nowak,Bydgoszcz,Stara,54,34
Kamil,Jakios,Chelmno,Nowsza,77,43
Amelia,Nijak,Plonsk,Starsza,81,124
Jan,Nijak,Warszawa,Nowa,11,130
Bartek,Nowak,Bydgoszcz,Stara,32,77
Kamil,Jakios,Chelmno,Nowsza,84,37
Amelia,Nijak,Plonsk,Starsza,33,111
Kamil,Nowak,Plonsk,Nowa,77,66
Jan,Abac,Warszawa,Nowa,8,49
Jan,Abac,Warszawa,Nowa,10,29
Bartek,Nowak,Bydgoszcz,Stara,52,136
Kamil,Jakios,Chelmno,Nowsza,26,53
Amelia,Nijak,Plonsk,Starsza,5,94
Bartek,Jakios,Warszawa,Starsza,61,131
Bartek,Nowak,Bydgoszcz,Stara,16,70
Kamil,Jakios,Chelmno,Nowsza,3,122
Amelia,Nijak,Plonsk,Starsza,29,6
Jan,Abac,Bydgoszcz,Starsza,50,44
Kamil,Jakios,Plonsk,Starsza,45,50
Jan,Abac,Warszawa,Nowa,74,111
Bartek,Nowak,Bydgoszcz,Stara,80,77
Kamil,Jakios,Chelmno,Nowsza,36,79
Amelia,Nijak,Plonsk,Starsza,86,51
Kamil,Nijak,Chelmno,Starsza,98,116
Bartek,Nowak,Bydgoszcz,Stara,48,76
Kamil,Jakios,Chelmno,Nowsza,55,121
Amelia,Nijak,Plonsk,Starsza,30,2
Amelia,Nowak,Chelmno,Stara,58,48
Jan,Nowak,Chelmno,Nowsza,99,62
Jan,Abac,Warszawa,Nowa,99,56
Bartek,Nowak,Bydgoszcz,Stara,8,10
Kamil,Jakios,Chelmno,Nowsza,60,72
Amelia,Nijak,Plonsk,Starsza,33,124
Amelia,Nowak,Chelmno,Stara,94,18
Bartek,Nowak,Bydgoszcz,Stara,57,76
Kamil,Jakios,Chelmno,Nowsza,67,117
Amelia,Nijak,Plonsk,Starsza,65,34
Bartek,Abac,Chelmno,Nowsza,4,46
Kamil,Nijak,Plonsk,Nowsza,70,127
Jan,Abac,Warszawa,Nowa,7,12
Bartek,Nowak,Bydgoszcz,Stara,85,54
Kamil,Jakios,Chelmno,Nowsza,27,37
Amelia,Nijak,Plonsk,Starsza,66,115
Bartek,Nijak,Bydgoszcz,Starsza,39,53
Bartek,Nowak,Bydgoszcz,Stara,47,83
Kamil,Jakios,Chelmno,Nowsza,10,146
Amelia,Nijak,Plonsk,Starsza,10,7
Amelia,Nijak,Plonsk,Nowa,92,72
Kamil,Abac,Bydgoszcz,Starsza,75,48
Jan,Abac,Warszawa,Nowa,61,62
Bartek,Nowak,Bydgoszcz,Stara,42,89
Kamil,Jakios,Chelmno,Nowsza,10,75
Amelia,Nijak,Plonsk,Starsza,86,28
Kamil,Nowak,Chelmno,Nowsza,32,12
Bartek,Nowak,Bydgoszcz,Stara,7,144
Kamil,Jakios,Chelmno,Nowsza,11,4
Amelia,Nijak,Plonsk,Starsza,72,142
Jan,Nijak,Warszawa,Nowa,41,150
Jan,Abac,Bydgoszcz,Nowsza,13,118
Jan,Abac,Warszawa,Nowa,87,65
Bartek,Nowak,Bydgoszcz,Stara,34,47
Kamil,Jakios,Chelmno,Nowsza,2,58
Amelia,Nijak,Plonsk,Starsza,38,7
Jan,Jakios,Warszawa,Starsza,78,125
Bartek,Nowak,Bydgoszcz,Stara,12,87
Kamil,Jakios,Chelmno,Nowsza,94,1
Amelia,Nijak,Plonsk,Starsza,76,11
Bartek,Nijak,Warszawa,Nowsza,100,25
Kamil,Nowak,Plonsk,Stara,94,90
Jan,Abac,Warszawa,Nowa,49,23
Bartek,Nowak,Bydgoszcz,Stara,20,56
Kamil,Jakios,Chelmno,Nowsza,90,117
Amelia,Nijak,Plonsk,Starsza,11,28
Kamil,Nowak,Bydgoszcz,Starsza,63,56
Bartek,Nowak,Bydgoszcz,Stara,99,5
Kamil,Jakios,Chelmno,Nowsza,7,93
Amelia,Nijak,Plonsk,Starsza,87,141
Bartek,Nijak,Warszawa,Nowsza,7,83
Kamil,Jakios,Warszawa,Stara,72,86
Jan,Abac,Warszawa,Nowa,44,22
Bartek,Nowak,Bydgoszcz,Stara,36,2
Kamil,Jakios,Chelmno,Nowsza,82,103
Amelia,Nijak,Plonsk,Starsza,59,110
Amelia,Jakios,Warszawa,Starsza,30,99
Bartek,Nowak,Bydgoszcz,Stara,47,104
Kamil,Jakios,Chelmno,Nowsza,34,46
Amelia,Nijak,Plonsk,Starsza,45,65
Jan,Abac,Chelmno,Nowsza,71,16
Jan,Nowak,Bydgoszcz,Starsza,21,107
Jan,Abac,Warszawa,Nowa,24,110
Bartek,Nowak,Bydgoszcz,Stara,19,51
Kamil,Jakios,Chelmno,Nowsza,96,107
Amelia,Nijak,Plonsk,Starsza,3,34
Jan,Jakios,Chelmno,Stara,3,37
Bartek,Nowak,Bydgoszcz,Stara,64,94
Kamil,Jakios,Chelmno,Nowsza,92,3
Amelia,Nijak,Plonsk,Starsza,19,76
Bartek,Jakios,Warszawa,Nowa,24,5
Kamil,Nowak,Warszawa,Nowa,36,29
Jan,Abac,Warszawa,Nowa,5,58
Bartek,Nowak,Bydgoszcz,Stara,64,14
Kamil,Jakios,Chelmno,Nowsza,51,1
Amelia,Nijak,Plonsk,Starsza,28,150
Jan,Nijak,Warszawa,Starsza,34,141
Bartek,Nowak,Bydgoszcz,Stara,78,91
Kamil,Jakios,Chelmno,Nowsza,82,73
Amelia,Nijak,Plonsk,Starsza,73,33
Jan,Nowak,Chelmno,Starsza,1,58
Kamil,Nijak,Warszawa,Nowsza,66,43
Jan,Abac,Warszawa,Nowa,59,150
Bartek,Nowak,Bydgoszcz,Stara,42,53
Kamil,Jakios,Chelmno,Nowsza,26,33
Amelia,Nijak,Plonsk,Starsza,62,6
Kamil,Nowak,Chelmno,Nowa,69,48
Bartek,Nowak,Bydgoszcz,Stara,61,122
Kamil,Jakios,Chelmno,Nowsza,31,78
Amelia,Nijak,Plonsk,Starsza,89,126
Bartek,Nijak,Bydgoszcz,Stara,82,66
Kamil,Jakios,Bydgoszcz,Starsza,40,147
Jan,Abac,Warszawa,Nowa,10,137
Bartek,Nowak,Bydgoszcz,Stara,40,67
Kamil,Jakios,Chelmno,Nowsza,39,34
Amelia,Nijak,Plonsk,Starsza,1,96
Jan,Jakios,Warszawa,Stara,52,105
Bartek,Nowak,Bydgoszcz,Stara,17,102
Kamil,Jakios,Chelmno,Nowsza,60,138
Amelia,Nijak,Plonsk,Starsza,29,23
Bartek,Nijak,Warszawa,Nowa,87,53
Kamil,Nijak,Warszawa,Starsza,5,97
Jan,Abac,Warszawa,Nowa,40,53
Bartek,Nowak,Bydgoszcz,Stara,32,82
Kamil,Jakios,Chelmno,Nowsza,76,118
Amelia,Nijak,Plonsk,Starsza,12,59
Amelia,Abac,Bydgoszcz,Nowa,50,74
Bartek,Nowak,Bydgoszcz,Stara,76,106
Kamil,Jakios,Chelmno,Nowsza,26,79
Amelia,Nijak,Plonsk,Starsza,33,74
Jan,Nijak,Warszawa,Starsza,46,16
Kamil,Abac,Bydgoszcz,Stara,23,69
Jan,Abac,Warszawa,Nowa,62,76
Bartek,Nowak,Bydgoszcz,Stara,84,144
Kamil,Jakios,Chelmno,Nowsza,60,108
Amelia,Nijak,Plonsk,Starsza,4,85
Amelia,Abac,Chelmno,Stara,97,33
Bartek,Nowak,Bydgoszcz,Stara,48,21
Kamil,Jakios,Chelmno,Nowsza,83,23
Amelia,Nijak,Plonsk,Starsza,31,95
Bartek,Nijak,Chelmno,Starsza,5,4
Amelia,Nowak,Warszawa,Nowa,15,2
Jan,Abac,Warszawa,Nowa,64,22
Bartek,Nowak,Bydgoszcz,Stara,57,83
Kamil,Jakios,Chelmno,Nowsza,96,146
Amelia,Nijak,Plonsk,Starsza,28,107
Amelia,Jakios,Chelmno,Starsza,98,148
Bartek,Nowak,Bydgoszcz,Stara,45,66
Kamil,Jakios,Chelmno,Nowsza,44,73
Amelia,Nijak,Plonsk,Starsza,2,68
Jan,Abac,Warszawa,Stara,75,67
Kamil,Nijak,Chelmno,Nowa,15,35
Jan,Abac,Warszawa,Nowa,20,144
Bartek,Nowak,Bydgoszcz,Stara,28,120
Kamil,Jakios,Chelmno,Nowsza,89,120
Amelia,Nijak,Plonsk,Starsza,14,94
Jan,Nijak,Warszawa,Starsza,2,85
Bartek,Nowak,Bydgoszcz,Stara,20,57
Kamil,Jakios,Chelmno,Nowsza,77,142
Amelia,Nijak,Plonsk,Starsza,45,6
Jan,Jakios,Chelmno,Starsza,16,135
Amelia,Nijak,Warszawa,Nowa,79,3
Jan,Abac,Warszawa,Nowa,33,148
Bartek,Nowak,Bydgoszcz,Stara,88,145
Kamil,Jakios,Chelmno,Nowsza,37,109
Amelia,Nijak,Plonsk,Starsza,83,64
Jan,Nijak,Chelmno,Starsza,9,50
Bartek,Nowak,Bydgoszcz,Stara,6,15
Kamil,Jakios,Chelmno,Nowsza,76,127
Amelia,Nijak,Plonsk,Starsza,32,13
Jan,Nijak,Chelmno,Nowa,33,135
Bartek,Nowak,Warszawa,Nowa,64,107
Jan,Abac,Warszawa,Nowa,60,87
Bartek,Nowak,Bydgoszcz,Stara,26,28
Kamil,Jakios,Chelmno,Nowsza,60,35
Amelia,Nijak,Plonsk,Starsza,21,99
Jan,Nowak,Bydgoszcz,Nowa,29,79
Bartek,Nowak,Bydgoszcz,Stara,2,72
Kamil,Jakios,Chelmno,Nowsza,19,89
Amelia,Nijak,Plonsk,Starsza,33,5
Jan,Nowak,Bydgoszcz,Starsza,5,136
Kamil,Abac,Warszawa,Starsza,91,113
Jan,Abac,Warszawa,Nowa,95,79
Bartek,Nowak,Bydgoszcz,Stara,18,97
Kamil,Jakios,Chelmno,Nowsza,17,10
Amelia,Nijak,Plonsk,Starsza,94,93
Kamil,Nowak,Plonsk,Nowsza,51,90
Bartek,Nowak,Bydgoszcz,Stara,53,34
Kamil,Jakios,Chelmno,Nowsza,78,142
Amelia,Nijak,Plonsk,Starsza,47,37
Amelia,Jakios,Plonsk,Stara,18,13
Kamil,Nowak,Warszawa,Starsza,82,30
Jan,Abac,Warszawa,Nowa,63,134
Bartek,Nowak,Bydgoszcz,Stara,86,51
Kamil,Jakios,Chelmno,Nowsza,88,25
Amelia,Nijak,Plonsk,Starsza,40,134
Bartek,Abac,Plonsk,Nowa,7,142
Bartek,Nowak,Bydgoszcz,Stara,32,118
Kamil,Jakios,Chelmno,Nowsza,24,100
Amelia,Nijak,Plonsk,Starsza,78,57
Amelia,Nowak,Warszawa,Nowsza,88,148
Amelia,Nijak,Chelmno,Starsza,22,33
Jan,Abac,Warszawa,Nowa,81,124
Bartek,Nowak,Bydgoszcz,Stara,49,83
Kamil,Jakios,Chelmno,Nowsza,51,60
Amelia,Nijak,Plonsk,Starsza,41,36
Bartek,Nijak,Plonsk,Stara,7,118
Bartek,Nowak,Bydgoszcz,Stara,73,59
Kamil,Jakios,Chelmno,Nowsza,50,112
Amelia,Nijak,Plonsk,Starsza,32,4
Amelia,Abac,Plonsk,Starsza,98,122
Bartek,Nijak,Bydgoszcz,Stara,24,42
Jan,Abac,Warszawa,Nowa,56,1
Bartek,Nowak,Bydgoszcz,Stara,45,128
Kamil,Jakios,Chelmno,Nowsza,99,33
Amelia,Nijak,Plonsk,Starsza,93,27
Bartek,Abac,Warszawa,Stara,88,114
Bartek,Nowak,Bydgoszcz,Stara,71,82
Kamil,Jakios,Chelmno,Nowsza,43,6
Amelia,Nijak,Plonsk,Starsza,29,138
Jan,Nowak,Warszawa,Starsza,33,69
Jan,Nowak,Bydgoszcz,Nowsza,94,64
Jan,Abac,Warszawa,Nowa,20,125
Bartek,Nowak,Bydgoszcz,Stara,53,51
Kamil,Jakios,Chelmno,Nowsza,94,29
Amelia,Nijak,Plonsk,Starsza,25,112
Kamil,Abac,Chelmno,Stara,5,27
Bartek,Nowak,Bydgoszcz,Stara,40,49
Kamil,Jakios,Chelmno,Nowsza,94,48
Amelia,Nijak,Plonsk,Starsza,46,147
Bartek,Abac,Bydgoszcz,Nowsza,86,58
Amelia,Abac,Bydgoszcz,Stara,99,35
Jan,Abac,Warszawa,Nowa,4,124
Bartek,Nowak,Bydgoszcz,Stara,8,26
Kamil,Jakios,Chelmno,Nowsza,52,53
Amelia,Nijak,Plonsk,Starsza,92,150
Amelia,Nowak,Plonsk,Nowsza,75,4
Bartek,Nowak,Bydgoszcz,Stara,75,15
Kamil,Jakios,Chelmno,Nowsza,84,7
Amelia,Nijak,Plonsk,Starsza,46,93
Kamil,Jakios,Warszawa,Nowsza,9,126
Bartek,Nijak,Chelmno,Nowa,76,48
Jan,Abac,Warszawa,Nowa,63,27
Bartek,Nowak,Bydgoszcz,Stara,34,8
Kamil,Jakios,Chelmno,Nowsza,60,58
Amelia,Nijak,Plonsk,Starsza,23,94
Jan,Abac,Warszawa,Nowa,59,139
Bartek,Nowak,Bydgoszcz,Stara,26,3
Kamil,Jakios,Chelmno,Nowsza,47,79
Amelia,Nijak,Plonsk,Starsza,74,95
Jan,Jakios,Chelmno,Nowa,59,53
Jan,Nijak,Plonsk,Nowsza,31,88
Jan,Abac,Warszawa,Nowa,43,150
Bartek,Nowak,Bydgoszcz,Stara,86,88
Kamil,Jakios,Chelmno,Nowsza,9,53
Amelia,Nijak,Plonsk,Starsza,28,96
Kamil,Abac,Chelmno,Nowsza,49,90
Bartek,Nowak,Bydgoszcz,Stara,21,95
Kamil,Jakios,Chelmno,Nowsza,96,40
Amelia,Nijak,Plonsk,Starsza,4,50
Amelia,Nowak,Plonsk,Nowsza,3,76
Jan,Abac,Chelmno,Nowsza,14,3
Jan,Abac,Warszawa,Nowa,94,6
Bartek,Nowak,Bydgoszcz,Stara,32,101
Kamil,Jakios,Chelmno,Nowsza,46,11
Amelia,Nijak,Plonsk,Starsza,19,31
Bartek,Nowak,Chelmno,Starsza,61,104
Bartek,Nowak,Bydgoszcz,Stara,39,54
Kamil,Jakios,Chelmno,Nowsza,19,26
Amelia,Nijak,Plonsk,Starsza,1,147
Bartek,Jakios,Bydgoszcz,Nowsza,99,84
Jan,Nowak,Chelmno,Nowsza,71,51
Jan,Abac,Warszawa,Nowa,96,86
Bartek,Nowak,Bydgoszcz,Stara,10,99
Kamil,Jakios,Chelmno,Nowsza,63,45
Amelia,Nijak,Plonsk,Starsza,78,64
Jan,Jakios,Plonsk,Nowa,79,119
Bartek,Nowak,Bydgoszcz,Stara,47,150
Kamil,Jakios,Chelmno,Nowsza,92,136
Amelia,Nijak,Plonsk,Starsza,30,132
Kamil,Nowak,Warszawa,Starsza,76,67
Bartek,Jakios,Bydgoszcz,Starsza,14,140
Jan,Abac,Warszawa,Nowa,70,137
Bartek,Nowak,Bydgoszcz,Stara,17,54
Kamil,Jakios,Chelmno,Nowsza,1,84
Amelia,Nijak,Plonsk,Starsza,22,97
Jan,Abac,Chelmno,Stara,94,83
Bartek,Nowak,Bydgoszcz,Stara,62,47
Kamil,Jakios,Chelmno,Nowsza,30,91
Amelia,Nijak,Plonsk,Starsza,90,2
Amelia,Abac,Chelmno,Nowsza,48,28
Kamil,Jakios,Warszawa,Nowsza,27,29
Jan,Abac,Warszawa,Nowa,95,138
